id;nombre;categoria;cocina;ambientacion;telefono;horario;direccion;barrio
1650;BABETTE;RESTAURANTE;MINUTAS;MODERNO;4804 3962;;LAS HERAS GENERAL AV. 2972;Recoleta
1651;BABIECA;RESTAURANTE;INTERNACIONAL;MODERNO;4814 1005;;SANTA FE AV. 1898;Recoleta
1653;BAMBU;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4813 0970;;CORDOBA AV. 1415;Recoleta
1654;BAR LOS ANGELES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4821 9036;;SANCHEZ DE BUSTAMANTE 1626;Recoleta
1655;BAR BUSTAMANTE;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4963 6931;lunes a sábado de 6 a 23;SANCHEZ DE BUSTAMANTE 1382;Recoleta
1656;BAR DINO;BAR;INTERNACIONAL;;;;AZCUENAGA 1277;Recoleta
1657;BAR CORDOBA;CAFE;MINUTAS;CLASICO PORTEÑO;4961 8848;lunes a domingo de 6 a 2;CORDOBA AV. 2799;Recoleta
1658;BAR LAPRIDA;BAR;MINUTAS;CLASICO PORTEÑO;4827 2984;lunes a viernes de 6 a 22;CHARCAS 2900;Recoleta
1659;BARBACOA;RESTAURANTE;INTERNACIONAL;MODERNO;4805 0230;;BOLLINI 2133;Recoleta
1660;BENITA;RESTAURANTE;INTERNACIONAL;MODERNO;4823 3883;;ANCHORENA, TOMAS MANUEL DE, DR. 1716;Recoleta
1661;BARRIENTOS;RESTAURANTE;;;4807 1936;;LARREA 1541;Recoleta
1662;BERCY;RESTAURANTE;;;4822 0777;;PUEYRREDON AV. 1585;Recoleta
1663;BISCOCH;RESTAURANTE;;;4816 5500;;CALLAO AV. 856;Recoleta
1664;BLUE BROWN;RESTAURANTE;;;4822 3085;;JUNIN 1350;Recoleta
1665;BONJOUR - PIZZA;RESTAURANTE;ITALIANA;MODERNO;4822 0615;;GUEMES 3299;Recoleta
1666;BISCIUT;RESTAURANTE;TRADICIONAL;MODERNO;4962 8155;;PARAGUAY 2027;Recoleta
1667;BRICCO;RESTAURANTE;MINUTAS;MODERNO;4821 6979;lunes a sábado de 7 a 21;JUNCAL 2295;Recoleta
1668;BRULE;CAFE;MINUTAS;MODERNO;4963 5749;lunes a viernes de 8 a 20;GORRITI 3600;Recoleta
1669;BRUNCH;CAFE;MINUTAS;CLASICO PORTEÑO;4962 8381;;AYACUCHO 966;Recoleta
1670;BUEN GUSTO;RESTAURANTE;MINUTAS;MODERNO;4808 0072;;LAS HERAS GENERAL AV. 2101;Recoleta
1671;BULLEN;PUB;PIZZERIA;ALEMANA;4808 9001;;ORTIZ, ROBERTO M., Pres. 1827;Recoleta
1672;BUZIOS;RESTAURANTE;;;;;PARAGUAY 2400;Recoleta
1673;BURGUER KING;PUB;AMERICANA;MODERNO;;;SANTA FE AV. 2575;Recoleta
1674;CAFE DE LA PAIX;RESTAURANTE;INTERNACIONAL;MODERNO;4804 6820;;QUINTANA, MANUEL, PRES. AV. 595;Recoleta
1675;CAFE FLORENCIA;CAFE;MINUTAS;MODERNO;4826 5777;;GUEMES 3199;Recoleta
1676;CAFE MARTINEZ;CAFE;PIZZERIA;MODERNO;4805 7509;;AYACUCHO 1985;Recoleta
1677;CAFE FUNDADOR;CAFE;MINUTAS;MODERNO;4827 5040;;BERUTI 2954;Recoleta
1678;CAFE MARTINEZ;CAFE;MINUTAS;CLASICO PORTEÑO;4816 3223;;CORDOBA AV. 1499;Recoleta
1679;CAFE MARTINIQUE;CAFE;;;4815 6565;;PARANA 1156;Recoleta
1680;CAFE MONET;CAFE;MINUTAS;CLASICO PORTEÑO;4812 6983;lunes a domingo de 7 a 00;QUINTANA, MANUEL, PRES. 400;Recoleta
1681;CAFE QUINTANA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4805 1328;;QUINTANA, MANUEL, PRES. AV. 460;Recoleta
1682;CAFE QUINTANA;RESTAURANTE;MINUTAS;ANTIGUO;4804 0016;;ORTIZ, ROBERTO M., Pres. 1865;Recoleta
1683;CAMPECHANO;RESTAURANTE;PARRILLA;MODERNO;4806 6015;;LARREA 1541;Recoleta
1684;CAMPOS DEL PILAR;RESTAURANTE;TRADICIONAL;;4807 5488;lunes a lunes de 12 a 15 y de 20 a 00;PUEYRREDON AV. 1501;Recoleta
1685;CANELA;RESTAURANTE;DE AUTOR;CLASICO PORTEÑO;4825 8330;;JUNCAL 2124;Recoleta
1686;CARLITOS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4806 9265;;GUIDO 1962;Recoleta
1687;CARNER BAR;RESTAURANTE;PORTEÑA;MODERNO;4966 0963;;CORDOBA AV. 2001;Recoleta
1688;CASA DE LA NONNA;RESTAURANTE;ITALIANA;MODERNO;4821 4000;lunes a domingo de 9 a 00;ARENALES 2771;Recoleta
1689;CERVATILLO II;BAR;PORTEÑA;CLASICO PORTEÑO;4813 5228;;AYACUCHO 1127;Recoleta
1690;CARTOON;RESTAURANTE;INTERNACIONAL;MODERNO;4812 1764;;RIOBAMBA 1112;Recoleta
1691;CERVATILLO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4813 8975;;RIOBAMBA 1193;Recoleta
1692;CHAMPS ELYSEES;BAR;INTERNACIONAL;CLASICO PORTEÑO;5777 6000;;PUEYRREDON AV. 2501;Recoleta
1693;CHE BUENOS AIRES;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4811 6804;;ALVEAR, MARCELO T. De 1601;Recoleta
1694;CHEZ O!!;RESTAURANTE;MEDITERRANEA;CLASICO PORTEÑO;4821 2774;;ARENALES 2102;Recoleta
1695;CILANTRO COMEDOR MUNDANO;RESTAURANTE;PERUANA;MODERNO;4962 3148;martes a sábado de 21 a 2;SANCHEZ DE BUSTAMANTE 1186;Recoleta
1696;CLASICA Y MODERNA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4812 8707;;CALLAO AV. 892;Recoleta
1697;CLARK'S;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4801 9502;;JUNIN 1777;Recoleta
1698;CLASICAS;RESTAURANTE;;;4961 8840;;CORDOBA AV. 2045;Recoleta
1699;COCINA & CIA;RESTAURANTE;INTERNACIONAL;MODERNO;4823 4431;;SANTA FE AV. 2461;Recoleta
1701;COMES;RESTAURANTE;INTERNACIONAL;MODERNO;4800 0344;;GUIDO 1931;Recoleta
1702;CONCEPTO INDIGO;RESTAURANTE;GOURMET;MINIMALISTA;4806 7430;;LOPEZ, VICENTE 2152;Recoleta
1703;COMODINES;RESTAURANTE;PORTEÑA;MODERNO;4961 2640;;PARAGUAY 2402;Recoleta
1704;CORDELIA;RESTAURANTE;;MODERNO;4806 2167;lunes a domingo de 7 a 23;LAPRIDA 2102;Recoleta
1705;COSTA VERDE;CAFE;MINUTAS;CLASICO PORTEÑO;4823 2223;;JUNCAL 2102;Recoleta
1706;DACROY;RESTAURANTE;;;4825 3885;;ARENALES 2399;Recoleta
1707;CUMANA;CAFE;TRADICIONAL;CLASICO PORTEÑO;4813 9207;lunes a domingo de 12 a 1;RODRIGUEZ PEÑA 1149;Recoleta
1708;DALI;RESTAURANTE;INTERNACIONAL;MODERNO;5777 600;;JUNIN 1950;Recoleta
1709;DANELA;RESTAURANTE;;;;;JUNIN 1541;Recoleta
1710;DEEP BLUE;PUB;;;4827 4415;;AYACUCHO 1240;Recoleta
1711;DE LA CARCOVA;RESTAURANTE;SANDWICHERIA;MODERNO;4961 0784;lunes a viernes de 7.30 a 21.30;BRAVO, MARIO 1299;Recoleta
1712;DEL PILAR;PUB;MINUTAS;MODERNO;4803 4769;;LAS HERAS GENERAL AV. 2001;Recoleta
1713;DELFOS;RESTAURANTE;MINUTAS;MODERNO;4825 3088;lunes a sábado de 6 a 22;PUEYRREDON AV. 1550;Recoleta
1714;DELICITY SWEET HOUSE;RESTAURANTE;TRADICIONAL;MODERNO;4826 9790;lunes a domingo de 8 a 2030;SANTA FE AV. 2600;Recoleta
1715;DELICITY;RESTAURANTE;MINUTAS;MODERNO;4961 2394;lunes a domingo de 8 a 21;PUEYRREDON AV. 1178;Recoleta
1716;DELUCCA;RESTAURANTE;SEVENTIES;;4812 7462;;ALVEAR, MARCELO T. De 1500;Recoleta
1717;DES HORAS;RESTAURANTE;MINUTAS;MODERNO;4964 9146;lunes a viernes de 7 a 20;PARAGUAY 3261;Recoleta
1718;DOOTS;RESTAURANTE;INTERNACIONAL;MODERNO;4825 7080;;PUEYRREDON AV. 1501;Recoleta
1719;DIXS BAR;RESTAURANTE;MINUTAS;MODERNO;4963 2598;lunes a viernes de 7 a 23;BRAVO, MARIO 1055;Recoleta
1720;DRINK STOP;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4811 0445;;URUGUAY 1014;Recoleta
1721;DUERO;RESTAURANTE;;;;;SANTA FE AV. 2499;Recoleta
1722;EL CAFE DE ARENALES;RESTAURANTE;MINUTAS;MODERNO;4822 9239;lunes a sábado de 7.30 a 21.30;ARENALES 3102;Recoleta
1723;EL ASADOR;RESTAURANTE;;;4963 2983;;CORDOBA AV. 2475;Recoleta
1724;EL DORADO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4813 0677;;ALVEAR, MARCELO T. De 1600;Recoleta
1725;EL GRADUADO;BAR;;;4961 9780;;PARAGUAY 2038;Recoleta
1726;EL GALEANO;BAR;MINUTAS;CLASICO PORTEÑO;4821 1715;;ALVEAR, MARCELO T. De 2101;Recoleta
1727;EL GUARANI;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;PUEYRREDON AV. 1106;Recoleta
1728;EL NORTE;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4803 1370;;URIBURU JOSE E., Pres. 1680;Recoleta
1729;EL KOZAKO;RESTAURANTE;ESLAVA;;4804 3527;martes a sábado de 20 al cierre;JUNIN 1460;Recoleta
1730;EL OLMO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4821 5828;lunes a domingo de 7 a 1;SANTA FE AV. 2502;Recoleta
1731;EL SANJUANINO;RESTAURANTE;REGIONAL;MODERNO;4784 5989;martes a domingo de 12 a 15 y de 20 a 00;SANCHEZ DE BUSTAMANTE 1788;Recoleta
1732;EL SOSIEGO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4813 5363;;PARAGUAY 1524;Recoleta
1733;ELIEL;RESTAURANTE;MINUTAS;MODERNO;4803 0700;;LARREA 1541;Recoleta
1734;EL TREBOL;RESTAURANTE;MINUTAS;MODERNO;4822 6417;;SANTA FE AV. 2198;Recoleta
1735;ETNIAS;RESTAURANTE;DE AUTOR;;4833 3336;;BERUTI 3759;Palermo
1736;FARINA;RESTAURANTE;;;4829 9207;;AYACUCHO 1174;Recoleta
1737;FACUNDO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4815 2520;;ALVEAR, MARCELO T. De 1502;Recoleta
1738;FILIPPO;RESTAURANTE;MINUTAS;MODERNO;4811 7629;;SANTA FE AV. 1802;Recoleta
1739;FLOPY;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4961 4799;lunes a domingo de 7 a 00;PARAGUAY 3088;Recoleta
1740;FLORENCIA PLAZA;RESTAURANTE;;;;;ALVEAR, MARCELO T. De 1649;Recoleta
1741;FILIPPO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4815 3756;;SANTA FE AV. 1660;Recoleta
1742;FLORA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4812 4139;;URUGUAY 862;Recoleta
1743;FOGON CORDOBES;RESTAURANTE;;;4963 6934;;LARREA 850;Recoleta
1744;FOODIE;RESTAURANTE;;;4821 6277;;AZCUENAGA 1396;Recoleta
1745;FRAPPE;RESTAURANTE;TAPAS;MODERNO;5777 6110;;PUEYRREDON AV. 2501;Recoleta
1746;FRANCINE;RESTAURANTE;FRANCESA;MODERNO;4823 9514;lunes a viernes de 9 a 00;ARENALES 3199;Recoleta
1747;FRATEMPO;RESTAURANTE;MINUTAS;MODERNO;4806 8043;;PUEYRREDON AV. 1907;Recoleta
1748;GANDHI;CAFE;MINUTAS;CLASICO PORTEÑO;4806 8043;;CORDOBA AV. 2515;Recoleta
1750;GEMINIS;CAFE;;;4973 9119;;CORDOBA AV. 2523;Recoleta
1751;GRANDA BISTRO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4826 2317;;JUNIN 1281;Recoleta
1752;GIRASOLES;RESTAURANTE;PARRILLA;MODERNO;4961 3767;lunes a domingo de 12 a 16 y de 20 a 00;PARAGUAY 2743;Recoleta
1753;GRANT'S;RESTAURANTE;TENEDOR LIBRE;CLASICO PORTEÑO;4823 5894;;JUNIN 1155;Recoleta
1754;GUSTOSO;CAFE;MINUTAS;MODERNO;;;BILLINGHURST 1298;Recoleta
1755;GRILLO'S;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4964 0198;lunes a sábado de 7 a 23;CORDOBA AV. 3201;Recoleta
1756;HARAS DEL NORTE;CAFE;PARRILLA;CLASICO PORTEÑO;4827 5503;;ALVEAR, MARCELO T. De 2201;Recoleta
1757;HAVANNA;RESTAURANTE;MINUTAS;MODERNO;;lunes a domingo de 8 a 2030;PUEYRREDON AV. 1802;Recoleta
1758;HAVANNA;CAFE;SANDWICHERIA;;4822 1402;;SANTA FE AV. 3148;Recoleta
1759;HAVANNA;CAFE;MINUTAS;CLASICO PORTEÑO;4821 3100;lunes a domingo de 8 a 2030;PUEYRREDON AV. 1320;Recoleta
1760;HARD ROCK CAFE;RESTAURANTE;INTERNACIONAL;ROCK & ROLL;4807 7625;;PUEYRREDON AV. 2501;Recoleta
1761;HENRY J. BEAN'S;RESTAURANTE;MEXICANA;AMERICANO;4801 8477;;JUNIN 1749;Recoleta
1762;HOOTERS;RESTAURANTE;AMERICANA;AMERICANO;4805 2220;;LOPEZ, VICENTE 2050;Recoleta
1763;HOLLY FOOD;RESTAURANTE;;;4816 2953;;RIOBAMBA 1068;Recoleta
1764;IL BACO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4806 9992;lunes a sábado de 7 a 00;AUSTRIA 2295;Recoleta
1765;IL CAMMINETTO;RESTAURANTE;INTERNACIONAL;MODERNO;4822 2480;lunes a viernes de 11.30 a 16 y de 19.30 a 2;DIAZ, CNEL. AV. 1651;Recoleta
1766;IL MAGO;RESTAURANTE;PIZZERIA;JUEGOS DE AZAR;4801 1844;;GUIDO 1936;Recoleta
1767;IL GATTO TRATTORIAS;;ITALIANA;;4813 7551;;CALLAO AV. 1165;Recoleta
1768;ILUMINATI;RESTAURANTE;INTERNACIONAL;MODERNO;4827 4471;;SANTA FE AV. 2587;Recoleta
1769;I'  KATENACIO;RESTAURANTE;INTERNACIONAL;MODERNO;4807 1955;;LARREA 1541;Recoleta
1770;JOAN COLL POSADAS;RESTAURANTE;;;4811 7900;lunes a sábado de 12 a 15 y de 20 a 00;POSADAS 1387;Recoleta
1771;JOBS BAR;PUB;;MODERNO;4822 9391;;ARENALES 2932;Recoleta
1772;KATMANDU, INDIA;RESTAURANTE;TAPAS;INDIA;4963 1122;lunes a viernes de 19.30 a 00 - sábado de 19.30 a 1;CORDOBA AV. 3547;Palermo
1773;JUNIN;PUB;PORTEÑA;CLASICO PORTEÑO;4827 5366;;JUNIN 1115;Recoleta
1774;KELLER'S;RESTAURANTE;SANDWICHERIA;MODERNO;4821 4192;lunes a sábado de 7 a 00;FRENCH 2762;Recoleta
1775;KOSOKA CLUB LIBANES;RESTAURANTE;INTERNACIONAL;;;;JUNIN 1462;Recoleta
1776;L'ECOLE;RESTAURANTE;;;;;PACHECO DE MELO, JOSE ANDRES 1887;Recoleta
1777;LA BARRA;RESTAURANTE;PIZZERIA;MODERNO;4515 0742;;JUNCAL 2383;Recoleta
1778;LA BOLSA DE CAFE;CAFE;SANDWICHERIA;MODERNO;4822 5922;;PUEYRREDON AV. 1375;Recoleta
1779;LA CABALLERIZA;RESTAURANTE;PARRILLA;RUSTICA;4806 3262;;LOPEZ, VICENTE 2024;Recoleta
1780;LA BIELA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4804 0449;;QUINTANA, MANUEL, PRES. AV. 600;Recoleta
1781;LA CABAÑA;RESTAURANTE;TRADICIONAL;FOLKLORICO;4814 0001;lunes a lunes de 9 a 1;RODRIGUEZ PEÑA 1967;Recoleta
1782;LA CALDA;RESTAURANTE;MINUTAS;MODERNO;4826 5168;lunes a domingo de 11 a 16 y de 19 a 1;JUNCAL 2421;Recoleta
1783;LA CASA DE JOSE;RESTAURANTE;REGIONAL;MODERNO;4823 8476;;ARENALES 2659;Recoleta
1784;LA CHOLITA;BAR;TRADICIONAL;CLASICO PORTEÑO;4815 5579;lunes a domingo de 12 a 1;RODRIGUEZ PEÑA 1165;Recoleta
1785;LA CATEDRA;BAR;;;4961 5785;;JUNIN 901;Recoleta
1786;LA CIGÃ‚ï¿½EÑA;RESTAURANTE;;;4822 0241;;ALVEAR, MARCELO T. De 2299;Recoleta
1787;LA COLONIA;RESTAURANTE;MINUTAS;MODERNO;;lunes a domingo de 11 a 15 y de 18 a 00;PUEYRREDON AV. 1501;Recoleta
1788;LA CONTINENTAL;RESTAURANTE;MINUTAS;MODERNO;4963 2522;;SOLER 3391;Recoleta
1789;LA CIRILLA;RESTAURANTE;;;4807 9321;;ORTIZ, ROBERTO M., Pres. 1863;Recoleta
1790;LA COMPARSA;RESTAURANTE;MINUTAS;MODERNO;4829 1100;lunes a viernes de 8 a 20;ECUADOR 1418;Recoleta
1791;LA CROIX;RESTAURANTE;MINUTAS;MODERNO;;;CABRERA, JOSE A. 3199;Recoleta
1792;LA DAMA BOLLINI;RESTAURANTE;INTERNACIONAL;MODERNO;4805 6399;lunes a sábado de 20 a 00;BOLLINI 2281;Recoleta
1793;LA DULCE ESQUINA;RESTAURANTE;SANDWICHERIA;MODERNO;4805 2252;lunes a sábado de 8.30 a 00;PACHECO DE MELO, JOSE ANDRES 2909;Recoleta
1794;LA ESMERALDA;RESTAURANTE;PARRILLA;MODERNO;4964 4025;lunes a domingo de 7 a 1;CORDOBA AV. 3289;Recoleta
1795;LA FAROLA DE STA FE;RESTAURANTE;TRADICIONAL;MODERNO;4813 4067;;SANTA FE AV. 1857;Recoleta
1796;LA ESQUINA DE ANIBAL TROILO;RESTAURANTE;TRADICIONAL;TANGO;4811 6352;;PARAGUAY 1500;Recoleta
1797;LA FORCHETTA;RESTAURANTE;PORTEÑA;CLASICO PORTEÑO;4822 5125;;ALVEAR, MARCELO T. De 2335;Recoleta
1798;LA GRUTA;CAFE;MINUTAS;CLASICO PORTEÑO;4824 9033;;ARENALES 2198;Recoleta
1799;LA MISION;RESTAURANTE;INTERNACIONAL;MODERNO;4823 3092;;SANTA FE AV. 2020;Recoleta
1800;LA LOCANDA DEI TEMPLARI;CAFE;ITALIANA;MODERNO;4801 1255;lunes a domingo de 11 a 01;SANCHEZ DE BUSTAMANTE 2391;Recoleta
1801;LA MORADA;RESTAURANTE;PORTEÑA;CLASICO PORTEÑO;4821 6349;;LARREA 1336;Recoleta
1802;LA NUEVA GATA;RESTAURANTE;PIZZERIA;MODERNO;4829 0222;;AYACUCHO 1016;Recoleta
1803;LA NUEVA GATA ALEGRIA;RESTAURANTE;MINUTAS;MODERNO;4826 0261;;BILLINGHURST 2046;Recoleta
1804;LA NUEVA OLA;BAR;TRADICIONAL;CLASICO PORTEÑO;4961 4366;;ALVEAR, MARCELO T. De 2303;Recoleta
1805;LA RAMBLA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4804 6958;;POSADAS 1602;Recoleta
1806;LA PAROLACCIA;BAR;INTERNACIONAL;MODERNO;4812 1053;;RIOBAMBA 1046;Recoleta
1807;LA STRADA;RESTAURANTE;ITALIANA;MODERNO;4801 1771;;LOPEZ, VICENTE 2028;Recoleta
1809;LAS FAMILIAS;RESTAURANTE;INTERNACIONAL;MODERNO;4962 5503;lunes a domingo de 12 a 16 y de 20 a 00;JAURES, JEAN 1077;Recoleta
1810;LAS ORQUIDEAS;RESTAURANTE;MINUTAS;MODERNO;4812 7109;;CORDOBA AV. 1893;Recoleta
1811;LAURA J;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;5811 0444;;PARAGUAY 1586;Recoleta
1812;LE COQ BLEU;RESTAURANTE;FRANCESA;FRANCES;4815 7220;;RODRIGUEZ PEÑA 1832;Recoleta
1813;LE CLUB;RESTAURANTE;ORIENTAL;MODERNO;4815 0669;;ALVEAR AV. 1889;Recoleta
1814;LE PARADISE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4785 3845;;CABILDO AV. 961;Palermo
1815;LO DE MATEO;CAFE;INTERNACIONAL;MODERNO;4801 3572;lunes a domingo de 11.30 a 15.30 y de 20 a 00;AUSTRIA 2400;Recoleta
1816;LOLA;RESTAURANTE;GOURMET;ELEGANTE;4804 5959;lunes a domingo de 12 a 16 y de 19 al cierre;ORTIZ, ROBERTO M., Pres. 1805;Recoleta
1817;LOCOS X EL FUTBOL;RESTAURANTE;MINUTAS;FUTBOL;4807 3777;;LOPEZ, VICENTE 2098;Recoleta
1818;LE PONT;CAFE;TRADICIONAL;CLASICO PORTEÑO;4813 0650;lunes a domingo de 7 a 00;PARAGUAY 1601;Recoleta
1819;LOS MOLINOS;CAFE;;;4822 0846;;SANTA FE AV. 2202;Recoleta
1820;LOS PORTEÑOS;CAFE;;CLASICO PORTEÑO;;;LAS HERAS GENERAL AV. 2101;Recoleta
1821;LOS PINOS;CAFE;PARRILLA;CLASICO PORTEÑO;4822 8704;;AZCUENAGA 1500;Recoleta
1822;LOTOS;CAFE;NATURISTA;CLASICO PORTEÑO;4814 4572;;CORDOBA AV. 1577;Recoleta
1823;LUNA CAFE;CAFE;MINUTAS;MODERNO;4807 0037;lunes a domingo de 16 a 23;BILLINGHURST 2202;Recoleta
1824;MANJARES;RESTAURANTE;MINUTAS;MODERNO;4822 4040;lunes a sábado de 7 a 23;CHARCAS 2802;Recoleta
1825;MANOLETE;RESTAURANTE;MINUTAS;ANTIGUO;4816 4436;lunes a sábado de 8 a 00;CALLAO AV. 2081;Recoleta
1826;MANUK;CAFE;MINUTAS;MODERNO;4961 8001;lunes a sábado de 7.30 a 23;BRAVO, MARIO 1287;Recoleta
1827;MARIBEL Y CIA;CAFE;;;4823 0237;;GALLO 1675;Recoleta
1828;MARIA MARIA;CAFE;MINUTAS;MODERNO;4821 3817;lunes a vie de 10 a 21;GUEMES 3140;Recoleta
1829;MASTER;CAFE;MINUTAS;CLASICO PORTEÑO;4815 7177;;CORDOBA AV. 811;Retiro
1830;MC DONALD'S;CAFE;FAST FOOD;MODERNO;;;SANTA FE AV. 2468;Recoleta
1831;MC DONALD'S;CAFE;FAST FOOD;MODERNO;;;SANTA FE AV. 1430;Recoleta
1832;MC DONALD'S;CAFE;FAST FOOD;MODERNO;;;SANTA FE AV. 1765;Recoleta
1833;MC DONALD'S;CAFE;FAST FOOD;MODERNO;;;SANTA FE AV. 1950;Recoleta
1834;MC DONALD'S;CAFE;FAST FOOD;MODERNO;;;LOPEZ, VICENTE 2008;Recoleta
1835;MIGUELO;RESTAURANTE;MINUTAS;MODERNO;4829 1166;lunes a domingo de 12 a 14 y de 20 a 1;JUNCAL 2614;Recoleta
1836;MELO;CAFE;INTERNACIONAL;;4801 4251;lunes a domingo mediodía y noche;PACHECO DE MELO, JOSE ANDRES 1829;Recoleta
1837;MIRO;RESTAURANTE;MINUTAS;MODERNO;4806 9917;;PUEYRREDON AV. 1841;Recoleta
1838;MISTICO;;;;5778 0023;;JUNIN 1121;Recoleta
1839;MODENA DESING;RESTAURANTE;ITALIANA;DISEÑO;4809 0122;;FIGUEROA ALCORTA, PRES. AV. 2270;Recoleta
1840;MODENA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4813 0650;lunes a vie de 7 a 20;PARAGUAY 1601;Recoleta
1841;MOLIERE;RESTAURANTE;INTERNACIONAL;ANTIGUO;4811-1822;;JUNCAL 1293;Retiro
1842;MONACO;RESTAURANTE;INTERNACIONAL;MODERNO;;;LOPEZ, VICENTE 2034;Recoleta
1843;MONTANA RAUCH;RESTAURANTE;PARRILLA;MODERNO;4804 9464;;ORTIZ, ROBERTO M., Pres. 1813;Recoleta
1844;MUNICH RECOLETA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4804 3981;;ORTIZ, ROBERTO M., Pres. 1871;Recoleta
1845;NEW PORT;PUB;INTERNACIONAL;BRITANICA;4803 3332;;JUNIN 1735;Recoleta
1846;MY FRENCH;RESTAURANTE;SANDWICHERIA;MODERNO;4826 1110;lunes a sábado de 8 a 21;FRENCH 2964;Recoleta
1847;NIZA;PUB;MINUTAS;MODERNO;4823 2020;lunes a viernes de 7 a 00;JUNCAL 2781;Recoleta
1848;NOLITA;RESTAURANTE;;MODERNO;4802 2670;lunes a sábado de 8 a 1;SANCHEZ DE BUSTAMANTE 2428;Recoleta
1849;NORTE;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4825 1275;lunes a sábado de 7 a 00;ARENALES 2600;Recoleta
1850;NOSTALGIA BAR;RESTAURANTE;MINUTAS;MODERNO;4963 0903;;SOLER 3599;Recoleta
1851;NOTORIUS;RESTAURANTE;INTERNACIONAL;MODERNO;4815 8473;;CALLAO AV. 966;Recoleta
1852;NUEVE SOLES;RESTAURANTE;PORTEÑA;MODERNO;4825 0204;;FRENCH 2316;Recoleta
1853;OASIS;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4811 6656;;CALLAO AV. 1776;Recoleta
1854;NUEVO VEVEDERO;RESTAURANTE;MINUTAS;MODERNO;4961 6663;lunes a domingo de 7 a 23;SANCHEZ DE BUSTAMANTE 1402;Recoleta
1855;OLALA;RESTAURANTE;INTERNACIONAL;MODERNO;4961 6474;;AZCUENAGA 894;Recoleta
1856;OLISBOKOLICE;RESTAURANTE;INTERNACIONAL;MODERNO;4961 8548;lunes a domingo de 12 al cierre;ANCHORENA, TOMAS MANUEL DE, DR. 1123;Recoleta
1857;ORO LIQUIDO;RESTAURANTE;MINUTAS;MODERNO;4964 4067;lunes a viernes de 9 a 21;DIAZ, CNEL. AV. 1443;Recoleta
1858;OLIVERIO;RESTAURANTE;;;4809 0220;;PACHECO DE MELO, JOSE ANDRES 2001;Recoleta
1859;OTRO ROLLO BUENOS AIRES;RESTAURANTE;MINUTAS;MODERNO;5237 6039;;LAS HERAS GENERAL AV. 1856;Recoleta
1860;OVIEDO;RESTAURANTE;ESPAÑOLA;MODERNO;4827 3741;lunes a domingo de 12 a 16 y de 20 a 00;BERUTI 2602;Recoleta
1861;PABLO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4961 0552;;PUEYRREDON AV. 1015;Recoleta
1862;PACUS;RESTAURANTE;MINUTAS;MODERNO;4824 2203;lunes a sábado de 6 a 00;PUEYRREDON AV. 1790;Recoleta
1863;PAN & ANTOJOS;RESTAURANTE;TRADICIONAL;MODERNO;4825 8423;;PUEYRREDON AV. 1799;Recoleta
1864;PANE E VINO;RESTAURANTE;MEDITERRANEA;ITALIANA;4801 7666;;LOPEZ, VICENTE 2036;Recoleta
1865;PANES Y DELICIAS;RESTAURANTE;MINUTAS;MODERNO;4821 2923;lunes a domingo de 7.30 a 21;ANCHORENA, TOMAS MANUEL DE, DR. 1372;Recoleta
1866;PANINI;RESTAURANTE;MINUTAS;MODERNO;4807 4100;;DEL LIBERTADOR AV. 1002;Recoleta
1867;PANINI;CAFE;MINUTAS;MODERNO;4822 7457;;LARREA 1010;Recoleta
1868;PAPONA;CAFE;MINUTAS;MODERNO;4809 0556;;LOPEZ, VICENTE 2134;Recoleta
